Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Average_Price_per_ProductType,Product_Supermarket_Sales
FDQ44,CHUKWUDI013,FDQ44_CHUKWUDI013,20.5,Low Fat,0.036110222000000004,Fruits and Vegetables,300.44,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,5149.96
FDS16,CHUKWUDI017,FDS16_CHUKWUDI017,15.15,Normal Fat,0.066551268,Frozen Foods,361.69,2014,,Cluster 2,Supermarket Type1,388.07109409190423,9887.13
FDL45,CHUKWUDI018,FDL45_CHUKWUDI018,15.6,Low Fat,0.037841362,Snack Foods,313.18,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,6571.45
NCI06,CHUKWUDI019,NCI06_CHUKWUDI019,,Low Fat,0.083547515,Household,447.92,1992,Small,Cluster 1,Grocery Store,399.9994179894175,898.83
FDB38,CHUKWUDI027,FDB38_CHUKWUDI027,,Normal Fat,0.027214272,Canned,399.23,1992,Medium,Cluster 3,Supermarket Type3,391.7176329787233,8788.56
FDG05,CHUKWUDI049,FDG05_CHUKWUDI049,11.0,Normal Fat,0.0,Frozen Foods,388.16,2006,Medium,Cluster 1,Supermarket Type1,388.07109409190423,1564.63
FDF12,CHUKWUDI046,FDF12_CHUKWUDI046,8.235,Low Fat,0.08242785400000001,Baking Goods,373.27,2004,Small,Cluster 1,Supermarket Type1,364.91892441860455,7020.86
DRI23,CHUKWUDI027,DRI23_CHUKWUDI027,,Low Fat,0.136532569,Hard Drinks,399.14,1992,Medium,Cluster 3,Supermarket Type3,376.59880597014916,7220.6
NCM31,CHUKWUDI046,NCM31_CHUKWUDI046,6.095,Low Fat,0.081196619,Others,353.54,2004,Small,Cluster 1,Supermarket Type1,388.6077000000003,3545.39
DRG36,CHUKWUDI046,DRG36_CHUKWUDI046,14.15,Low Fat,0.095378221,Soft Drinks,426.28,2004,Small,Cluster 1,Supermarket Type1,386.99823754789264,5988.87
DRJ11,CHUKWUDI045,DRJ11_CHUKWUDI045,9.5,Low Fat,0.0,Hard Drinks,477.47,2009,,Cluster 2,Supermarket Type1,376.59880597014916,7563.49
NCI29,CHUKWUDI035,NCI29_CHUKWUDI035,8.6,Low Fat,0.032615377,Health and Hygiene,357.29,2011,Small,Cluster 2,Supermarket Type1,367.1430293159605,2481.77
FDG38,CHUKWUDI010,FDG38_CHUKWUDI010,8.975,Normal Fat,0.088257771,Canned,210.31,2005,,Cluster 3,Grocery Store,391.7176329787233,426.11
FDR37,CHUKWUDI049,FDR37_CHUKWUDI049,16.5,Normal Fat,0.066352552,Breakfast,453.07,2006,Medium,Cluster 1,Supermarket Type1,395.34833333333324,10489.68
FDC10,CHUKWUDI017,FDC10_CHUKWUDI017,9.8,Normal Fat,0.073289899,Snack Foods,302.02,2014,,Cluster 2,Supermarket Type1,395.3521899736158,3314.02
FDC29,CHUKWUDI017,FDC29_CHUKWUDI017,8.39,Normal Fat,0.024342577999999997,Frozen Foods,284.04,2014,,Cluster 2,Supermarket Type1,388.07109409190423,7157.35
FDE36,CHUKWUDI045,FDE36_CHUKWUDI045,5.26,Normal Fat,0.041857101,Baking Goods,406.97,2009,,Cluster 2,Supermarket Type1,364.91892441860455,10646.14
FDV23,CHUKWUDI019,FDV23_CHUKWUDI019,,Low Fat,0.18530651399999998,Breads,314.01,1992,Small,Cluster 1,Grocery Store,399.1672262773725,1556.31
FDX12,CHUKWUDI035,FDX12_CHUKWUDI035,18.2,Normal Fat,0.026059557,Baking Goods,603.05,2011,Small,Cluster 2,Supermarket Type1,364.91892441860455,16268.82
FDH02,CHUKWUDI013,FDH02_CHUKWUDI013,7.27,Normal Fat,0.02076385,Canned,222.62,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,452.74
FDQ44,CHUKWUDI017,FDQ44_CHUKWUDI017,20.5,Low Fat,0.036344721,Fruits and Vegetables,305.94,2014,,Cluster 2,Supermarket Type1,398.2481124497989,6361.72
FDN56,CHUKWUDI017,FDN56_CHUKWUDI017,5.46,Normal Fat,0.107662745,Fruits and Vegetables,359.7,2014,,Cluster 2,Supermarket Type1,398.2481124497989,10835.9
DRH01,CHUKWUDI027,DRH01_CHUKWUDI027,,Low Fat,0.097429924,Soft Drinks,432.18,1992,Medium,Cluster 3,Supermarket Type3,386.99823754789264,9123.12
NCX42,CHUKWUDI027,NCX42_CHUKWUDI027,,Low Fat,0.0059496440000000005,Household,414.13,1992,Medium,Cluster 3,Supermarket Type3,399.9994179894175,11922.81
FDG12,CHUKWUDI018,FDG12_CHUKWUDI018,6.635,Normal Fat,0.006351875999999999,Baking Goods,300.77,2016,Medium,Cluster 3,Supermarket Type2,364.91892441860455,3615.29
FDA36,CHUKWUDI019,FDA36_CHUKWUDI019,,Low Fat,0.009921107,Baking Goods,459.23,1992,Small,Cluster 1,Grocery Store,364.91892441860455,1388.19
DRG51,CHUKWUDI045,DRG51_CHUKWUDI045,12.1,Low Fat,0.011563024,Dairy,412.38,2009,,Cluster 2,Supermarket Type1,409.5043428571421,5755.84
FDR14,CHUKWUDI013,FDR14_CHUKWUDI013,11.65,Low Fat,0.173904193,Dairy,130.82,1994,High,Cluster 3,Supermarket Type1,409.5043428571421,674.12
FDK43,CHUKWUDI018,FDK43_CHUKWUDI018,9.8,Low Fat,0.026950104,Meat,321.01,2016,Medium,Cluster 3,Supermarket Type2,390.9528030303029,3162.55
FDO24,CHUKWUDI013,FDO24_CHUKWUDI013,11.1,Low Fat,0.17606902300000002,Baking Goods,391.9,1994,High,Cluster 3,Supermarket Type1,364.91892441860455,4753.81
NCM43,CHUKWUDI013,NCM43_CHUKWUDI013,14.5,Low Fat,0.019459163999999998,Others,404.05,1994,High,Cluster 3,Supermarket Type1,388.6077000000003,5301.43
DRE27,CHUKWUDI046,DRE27_CHUKWUDI046,11.85,Low Fat,0.13267058,Dairy,241.18,2004,Small,Cluster 1,Supermarket Type1,409.5043428571421,2446.82
NCG30,CHUKWUDI019,NCG30_CHUKWUDI019,,Low Fat,0.196659953,Household,314.51,1992,Small,Cluster 1,Grocery Store,399.9994179894175,622.52
FDC45,CHUKWUDI035,FDC45_CHUKWUDI035,17.0,Low Fat,0.135707553,Fruits and Vegetables,431.28,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,5133.32
DRA12,CHUKWUDI018,DRA12_CHUKWUDI018,11.6,Low Fat,0.041112694,Soft Drinks,355.04,2016,Medium,Cluster 3,Supermarket Type2,386.99823754789264,2127.23
FDX47,CHUKWUDI027,FDX47_CHUKWUDI027,,Normal Fat,0.03443677,Breads,391.32,1992,Medium,Cluster 3,Supermarket Type3,399.1672262773725,12177.48
FDY32,CHUKWUDI045,FDY32_CHUKWUDI045,7.605,Low Fat,0.12950314599999999,Fruits and Vegetables,410.05,2009,,Cluster 2,Supermarket Type1,398.2481124497989,9787.26
FDQ58,CHUKWUDI049,FDQ58_CHUKWUDI049,7.315,Low Fat,0.01532563,Snack Foods,383.59,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,1148.51
FDG24,CHUKWUDI013,FDG24_CHUKWUDI013,7.975,Low Fat,0.014618973,Baking Goods,213.06,1994,High,Cluster 3,Supermarket Type1,364.91892441860455,2704.81
FDR13,CHUKWUDI013,FDR13_CHUKWUDI013,9.895,Normal Fat,0.028696932,Canned,292.62,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,2027.36
DRG23,CHUKWUDI045,DRG23_CHUKWUDI045,8.88,Low Fat,0.086957199,Hard Drinks,381.42,2009,,Cluster 2,Supermarket Type1,376.59880597014916,3430.53
FDP32,CHUKWUDI035,FDP32_CHUKWUDI035,6.65,Low Fat,0.087652908,Fruits and Vegetables,322.17,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,3497.11
NCL53,CHUKWUDI017,NCL53_CHUKWUDI017,7.5,Low Fat,0.036439877999999995,Health and Hygiene,438.26,2014,,Cluster 2,Supermarket Type1,367.1430293159605,7526.87
FDX46,CHUKWUDI013,FDX46_CHUKWUDI013,12.3,Normal Fat,0.0,Snack Foods,143.39,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,444.42
NCO53,CHUKWUDI027,NCO53_CHUKWUDI027,,Low Fat,0.174336148,Health and Hygiene,460.15,1992,Medium,Cluster 3,Supermarket Type3,367.1430293159605,16079.07
NCF31,CHUKWUDI013,NCF31_CHUKWUDI013,9.13,Low Fat,0.051804277999999995,Household,375.51,1994,High,Cluster 3,Supermarket Type1,399.9994179894175,4554.07
FDO08,CHUKWUDI013,FDO08_CHUKWUDI013,11.1,Normal Fat,0.05373063,Fruits and Vegetables,412.88,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,3700.18
FDK02,CHUKWUDI019,FDK02_CHUKWUDI019,,Low Fat,0.196490902,Canned,301.36,1992,Small,Cluster 1,Grocery Store,391.7176329787233,1198.44
NCN30,CHUKWUDI010,NCN30_CHUKWUDI010,16.35,Low Fat,0.02844314,Household,245.35,2005,,Cluster 3,Grocery Store,399.9994179894175,965.41
FDH50,CHUKWUDI027,FDH50_CHUKWUDI027,,Normal Fat,0.160653682,Canned,463.07,1992,Medium,Cluster 3,Supermarket Type3,391.7176329787233,14754.13
FDN44,CHUKWUDI046,FDN44_CHUKWUDI046,13.15,Low Fat,0.022795611,Fruits and Vegetables,400.48,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,3994.8
FDG41,CHUKWUDI018,FDG41_CHUKWUDI018,8.84,Normal Fat,0.076873991,Frozen Foods,274.81,2016,Medium,Cluster 3,Supermarket Type2,388.07109409190423,3868.3
FDR21,CHUKWUDI049,FDR21_CHUKWUDI049,19.7,Low Fat,0.067039526,Snack Foods,445.84,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,3528.74
FDW50,CHUKWUDI019,FDW50_CHUKWUDI019,,Low Fat,0.132327406,Dairy,421.04,1992,Small,Cluster 1,Grocery Store,409.5043428571421,835.58
FDJ22,CHUKWUDI035,FDJ22_CHUKWUDI035,18.75,Low Fat,0.052800257999999996,Snack Foods,483.13,2011,Small,Cluster 2,Supermarket Type1,395.3521899736158,6711.26
FDB46,CHUKWUDI035,FDB46_CHUKWUDI035,10.5,Normal Fat,0.093746136,Snack Foods,529.81,2011,Small,Cluster 2,Supermarket Type1,395.3521899736158,12174.15
FDJ28,CHUKWUDI046,FDJ28_CHUKWUDI046,12.3,Low Fat,0.021860985,Frozen Foods,483.29,2004,Small,Cluster 1,Supermarket Type1,388.07109409190423,7696.65
FDZ45,CHUKWUDI045,FDZ45_CHUKWUDI045,14.1,Low Fat,0.067011609,Snack Foods,492.77,2009,,Cluster 2,Supermarket Type1,395.3521899736158,5456.23
FDX07,CHUKWUDI045,FDX07_CHUKWUDI045,19.2,Normal Fat,0.022965292,Fruits and Vegetables,454.24,2009,,Cluster 2,Supermarket Type1,398.2481124497989,6408.33
FDY32,CHUKWUDI019,FDY32_CHUKWUDI019,,Low Fat,0.226284381,Fruits and Vegetables,408.05,1992,Small,Cluster 1,Grocery Store,398.2481124497989,815.61
FDB27,CHUKWUDI027,FDB27_CHUKWUDI027,,Low Fat,0.055121892,Dairy,491.94,1992,Medium,Cluster 3,Supermarket Type3,409.5043428571421,14780.76
FDF34,CHUKWUDI018,FDF34_CHUKWUDI018,9.3,Normal Fat,0.014076503,Snack Foods,500.02,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,5456.23
FDH08,CHUKWUDI019,FDH08_CHUKWUDI019,,Low Fat,0.030516069,Fruits and Vegetables,569.5,1992,Small,Cluster 1,Grocery Store,398.2481124497989,1148.51
FDG33,CHUKWUDI046,FDG33_CHUKWUDI046,5.365,Normal Fat,0.14024028,Seafood,427.69,2004,Small,Cluster 1,Supermarket Type1,401.9480487804876,8159.38
FDW12,CHUKWUDI046,FDW12_CHUKWUDI046,8.315,Normal Fat,0.035572183,Baking Goods,361.11,2004,Small,Cluster 1,Supermarket Type1,364.91892441860455,7257.22
FDB08,CHUKWUDI035,FDB08_CHUKWUDI035,6.055,Low Fat,0.0,Fruits and Vegetables,405.89,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,4011.45
FDG20,CHUKWUDI017,FDG20_CHUKWUDI017,15.5,Normal Fat,0.12639886,Fruits and Vegetables,442.51,2014,,Cluster 2,Supermarket Type1,398.2481124497989,6198.6
NCY54,CHUKWUDI027,NCY54_CHUKWUDI027,,Low Fat,0.17683435100000003,Household,430.36,1992,Medium,Cluster 3,Supermarket Type3,399.9994179894175,12502.06
NCL30,CHUKWUDI049,NCL30_CHUKWUDI049,18.1,Low Fat,0.049016517,Household,321.83,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,5432.93
FDN39,CHUKWUDI035,FDN39_CHUKWUDI035,19.35,Normal Fat,0.065507999,Meat,422.45,2011,Small,Cluster 2,Supermarket Type1,390.9528030303029,7130.72
FDQ27,CHUKWUDI018,FDQ27_CHUKWUDI018,5.19,Normal Fat,0.044432887000000004,Meat,257.25,2016,Medium,Cluster 3,Supermarket Type2,390.9528030303029,4127.96
FDT44,CHUKWUDI049,FDT44_CHUKWUDI049,16.6,Low Fat,0.103146658,Fruits and Vegetables,293.12,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,5597.71
FDS27,CHUKWUDI017,FDS27_CHUKWUDI017,10.195,Normal Fat,0.012528611,Meat,487.78,2014,,Cluster 2,Supermarket Type1,390.9528030303029,9329.52
FDH27,CHUKWUDI049,FDH27_CHUKWUDI049,7.075,Low Fat,0.058437653,Dairy,357.53,2006,Medium,Cluster 1,Supermarket Type1,409.5043428571421,2876.26
FDS15,CHUKWUDI013,FDS15_CHUKWUDI013,9.195,Normal Fat,0.07799564099999999,Meat,267.9,1994,High,Cluster 3,Supermarket Type1,390.9528030303029,7010.87
FDV52,CHUKWUDI018,FDV52_CHUKWUDI018,20.7,Normal Fat,0.12201574400000001,Frozen Foods,294.37,2016,Medium,Cluster 3,Supermarket Type2,388.07109409190423,7070.8
NCW29,CHUKWUDI018,NCW29_CHUKWUDI018,14.0,Low Fat,0.028980533,Health and Hygiene,323.83,2016,Medium,Cluster 3,Supermarket Type2,367.1430293159605,5193.24
DRM59,CHUKWUDI049,DRM59_CHUKWUDI049,5.88,Low Fat,0.003597678,Hard Drinks,384.75,2006,Medium,Cluster 1,Supermarket Type1,376.59880597014916,7305.49
NCO18,CHUKWUDI045,NCO18_CHUKWUDI045,13.15,Low Fat,0.024701262,Household,442.17,2009,,Cluster 2,Supermarket Type1,399.9994179894175,5333.06
FDD38,CHUKWUDI013,FDD38_CHUKWUDI013,16.75,Normal Fat,0.008184911999999999,Canned,253.17,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,3820.03
FDL03,CHUKWUDI017,FDL03_CHUKWUDI017,19.25,Normal Fat,0.027233781000000002,Meat,493.78,2014,,Cluster 2,Supermarket Type1,390.9528030303029,2455.14
NCI42,CHUKWUDI049,NCI42_CHUKWUDI049,18.75,Low Fat,0.010381661,Household,519.74,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,5730.87
FDV04,CHUKWUDI013,FDV04_CHUKWUDI013,7.825,Normal Fat,0.149890395,Frozen Foods,397.57,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,3142.58
FDP48,CHUKWUDI027,FDP48_CHUKWUDI027,,Normal Fat,0.043810028,Baking Goods,453.49,1992,Medium,Cluster 3,Supermarket Type3,364.91892441860455,15105.34
FDE50,CHUKWUDI045,FDE50_CHUKWUDI045,19.7,Normal Fat,0.016238512,Canned,466.14,2009,,Cluster 2,Supermarket Type1,391.7176329787233,12673.5
FDK25,CHUKWUDI027,FDK25_CHUKWUDI027,,Normal Fat,0.156072361,Breakfast,423.37,1992,Medium,Cluster 3,Supermarket Type3,395.34833333333324,9685.73
NCP18,CHUKWUDI049,NCP18_CHUKWUDI049,12.15,Low Fat,0.028642712,Household,372.68,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,3009.42
NCO29,CHUKWUDI035,NCO29_CHUKWUDI035,11.15,Low Fat,0.032250092,Health and Hygiene,410.13,2011,Small,Cluster 2,Supermarket Type1,367.1430293159605,11922.81
NCP55,CHUKWUDI010,NCP55_CHUKWUDI010,14.65,Low Fat,0.0,Others,141.15,2005,,Cluster 3,Grocery Store,388.6077000000003,138.15
FDU55,CHUKWUDI027,FDU55_CHUKWUDI027,,Low Fat,0.035737372999999996,Fruits and Vegetables,651.57,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,23429.5
FDR24,CHUKWUDI013,FDR24_CHUKWUDI013,17.35,Normal Fat,0.062799379,Baking Goods,220.46,1994,High,Cluster 3,Supermarket Type1,364.91892441860455,1348.25
FDJ55,CHUKWUDI017,FDJ55_CHUKWUDI017,12.8,Normal Fat,0.023664054,Meat,565.1,2014,,Cluster 2,Supermarket Type1,390.9528030303029,13502.42
FDA08,CHUKWUDI019,FDA08_CHUKWUDI019,,Normal Fat,0.08769263599999999,Fruits and Vegetables,406.38,1992,Small,Cluster 1,Grocery Store,398.2481124497989,822.26
NCN30,CHUKWUDI046,NCN30_CHUKWUDI046,16.35,Ultra Low fat,0.016993203999999998,Household,239.35,2004,Small,Cluster 1,Supermarket Type1,399.9994179894175,2413.53
NCV30,CHUKWUDI010,NCV30_CHUKWUDI010,20.2,Low Fat,0.11035679699999999,Household,155.13,2005,,Cluster 3,Grocery Store,399.9994179894175,316.26
FDW31,CHUKWUDI018,FDW31_CHUKWUDI018,11.35,Normal Fat,0.043333912,Fruits and Vegetables,502.69,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,5474.54
FDH47,CHUKWUDI046,FDH47_CHUKWUDI046,13.5,Normal Fat,0.12881621199999999,Starchy Foods,241.02,2004,Small,Cluster 1,Supermarket Type1,421.2993827160495,6318.44
FDX15,CHUKWUDI013,FDX15_CHUKWUDI013,17.2,Low Fat,0.15616879,Meat,401.64,1994,High,Cluster 3,Supermarket Type1,390.9528030303029,9226.32
FDS11,CHUKWUDI027,FDS11_CHUKWUDI027,,Normal Fat,0.055289464,Breads,556.27,1992,Medium,Cluster 3,Supermarket Type3,399.1672262773725,17896.7
FDX33,CHUKWUDI046,FDX33_CHUKWUDI046,9.195,Normal Fat,0.11748483400000001,Snack Foods,396.39,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,6017.17
NCQ05,CHUKWUDI017,NCQ05_CHUKWUDI017,11.395,Low Fat,0.0,Health and Hygiene,373.18,2014,,Cluster 2,Supermarket Type1,367.1430293159605,6018.83
FDW12,CHUKWUDI010,FDW12_CHUKWUDI010,8.315,Normal Fat,0.059540542,Baking Goods,359.11,2005,,Cluster 3,Grocery Store,364.91892441860455,362.86
FDJ58,CHUKWUDI017,FDJ58_CHUKWUDI017,15.6,Normal Fat,0.10589167,Snack Foods,431.69,2014,,Cluster 2,Supermarket Type1,395.3521899736158,7300.5
FDI38,CHUKWUDI049,FDI38_CHUKWUDI049,13.35,Normal Fat,0.014649641000000001,Canned,518.41,2006,Medium,Cluster 1,Supermarket Type1,391.7176329787233,14494.47
FDT45,CHUKWUDI013,FDT45_CHUKWUDI013,15.85,Low Fat,0.0,Snack Foods,137.99,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,3139.25
FDW24,CHUKWUDI013,FDW24_CHUKWUDI013,6.8,Low Fat,0.037465846000000004,Baking Goods,118.76,1994,High,Cluster 3,Supermarket Type1,364.91892441860455,1336.59
FDB21,CHUKWUDI027,FDB21_CHUKWUDI027,,Low Fat,0.0,Fruits and Vegetables,607.46,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,16917.98
FDF45,CHUKWUDI013,FDF45_CHUKWUDI013,18.2,Normal Fat,0.012194556,Fruits and Vegetables,144.48,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,3661.9
NCD55,CHUKWUDI010,NCD55_CHUKWUDI010,14.0,Low Fat,0.040725405,Household,108.61,2005,,Cluster 3,Grocery Store,399.9994179894175,104.86
FDP19,CHUKWUDI010,FDP19_CHUKWUDI010,11.5,Ultra Low fat,0.290430317,Fruits and Vegetables,326.66,2005,,Cluster 3,Grocery Store,398.2481124497989,645.83
FDA11,CHUKWUDI046,FDA11_CHUKWUDI046,7.75,Low Fat,0.043238822,Baking Goods,231.36,2004,Small,Cluster 1,Supermarket Type1,364.91892441860455,4254.46
FDM13,CHUKWUDI013,FDM13_CHUKWUDI013,6.425,Low Fat,0.063122753,Breakfast,328.41,1994,High,Cluster 3,Supermarket Type1,395.34833333333324,655.81
FDV36,CHUKWUDI010,FDV36_CHUKWUDI010,18.7,Low Fat,0.044024163,Baking Goods,314.76,2005,,Cluster 3,Grocery Store,364.91892441860455,316.26
FDE09,CHUKWUDI010,FDE09_CHUKWUDI010,8.775,Low Fat,0.036159635,Fruits and Vegetables,276.81,2005,,Cluster 3,Grocery Store,398.2481124497989,828.92
NCS17,CHUKWUDI013,NCS17_CHUKWUDI013,18.6,Low Fat,0.08043445099999999,Health and Hygiene,233.61,1994,High,Cluster 3,Supermarket Type1,367.1430293159605,4254.46
FDS39,CHUKWUDI027,FDS39_CHUKWUDI027,,Low Fat,0.022351807999999997,Meat,359.45,1992,Medium,Cluster 3,Supermarket Type3,390.9528030303029,12467.11
FDR32,CHUKWUDI045,FDR32_CHUKWUDI045,6.78,Normal Fat,0.085981978,Fruits and Vegetables,571.17,2009,,Cluster 2,Supermarket Type1,398.2481124497989,13702.16
FDD17,CHUKWUDI035,FDD17_CHUKWUDI035,7.5,Low Fat,0.0,Frozen Foods,594.48,2011,Small,Cluster 2,Supermarket Type1,388.07109409190423,2971.13
NCM19,CHUKWUDI046,NCM19_CHUKWUDI046,12.65,Low Fat,0.047237246,Others,281.3,2004,Small,Cluster 1,Supermarket Type1,388.6077000000003,1969.1
FDC45,CHUKWUDI049,FDC45_CHUKWUDI049,17.0,Low Fat,0.135944247,Fruits and Vegetables,428.78,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,3849.99
FDF16,CHUKWUDI027,FDF16_CHUKWUDI027,,Low Fat,0.08571527300000001,Frozen Foods,366.52,1992,Medium,Cluster 3,Supermarket Type3,388.07109409190423,4434.23
FDA03,CHUKWUDI013,FDA03_CHUKWUDI013,18.5,Normal Fat,0.045425939000000005,Dairy,362.28,1994,High,Cluster 3,Supermarket Type1,409.5043428571421,4738.83
FDR49,CHUKWUDI013,FDR49_CHUKWUDI013,8.71,Low Fat,0.0,Canned,116.34,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,1438.13
NCR05,CHUKWUDI017,NCR05_CHUKWUDI017,10.1,Low Fat,0.054939848,Health and Hygiene,498.77,2014,,Cluster 2,Supermarket Type1,367.1430293159605,8432.36
FDS37,CHUKWUDI010,FDS37_CHUKWUDI010,7.655,Low Fat,0.05346916,Canned,285.37,2005,,Cluster 3,Grocery Store,391.7176329787233,289.62
NCN42,CHUKWUDI027,NCN42_CHUKWUDI027,,Low Fat,0.014153743,Household,364.1,1992,Medium,Cluster 3,Supermarket Type3,399.9994179894175,9564.22
NCG07,CHUKWUDI035,NCG07_CHUKWUDI035,12.3,Low Fat,0.052492122,Household,477.63,2011,Small,Cluster 2,Supermarket Type1,399.9994179894175,8538.89
FDO21,CHUKWUDI017,FDO21_CHUKWUDI017,11.6,Normal Fat,0.009818244,Snack Foods,557.85,2014,,Cluster 2,Supermarket Type1,395.3521899736158,12939.82
FDK43,CHUKWUDI017,FDK43_CHUKWUDI017,9.8,Low Fat,0.026992587999999998,Meat,318.26,2014,,Cluster 2,Supermarket Type1,390.9528030303029,5692.59
FDB20,CHUKWUDI013,FDB20_CHUKWUDI013,7.72,Low Fat,0.05193741,Fruits and Vegetables,195.0,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,2336.96
DRG51,CHUKWUDI010,DRG51_CHUKWUDI010,12.1,Low Fat,0.019314961000000002,Dairy,411.63,2005,,Cluster 3,Grocery Store,409.5043428571421,1644.53
NCE07,CHUKWUDI010,NCE07_CHUKWUDI010,8.18,Low Fat,0.02197698,Household,351.54,2005,,Cluster 3,Grocery Store,399.9994179894175,1063.62
FDX58,CHUKWUDI027,FDX58_CHUKWUDI027,,Low Fat,0.043551753,Snack Foods,461.24,1992,Medium,Cluster 3,Supermarket Type3,395.3521899736158,19682.71
NCH54,CHUKWUDI010,NCH54_CHUKWUDI010,13.5,Low Fat,0.12163321,Household,404.23,2005,,Cluster 3,Grocery Store,399.9994179894175,399.48
FDR23,CHUKWUDI027,FDR23_CHUKWUDI027,,Low Fat,0.08139146,Breads,444.59,1992,Medium,Cluster 3,Supermarket Type3,399.1672262773725,15879.33
FDL46,CHUKWUDI017,FDL46_CHUKWUDI017,20.35,Low Fat,0.054362695,Snack Foods,294.87,2014,,Cluster 2,Supermarket Type1,395.3521899736158,4124.63
FDK03,CHUKWUDI017,FDK03_CHUKWUDI017,12.6,Normal Fat,0.074338562,Dairy,638.84,2014,,Cluster 2,Supermarket Type1,409.5043428571421,24161.88
FDP45,CHUKWUDI045,FDP45_CHUKWUDI045,15.7,Normal Fat,0.030686952000000003,Snack Foods,633.68,2009,,Cluster 2,Supermarket Type1,395.3521899736158,3775.09
FDZ50,CHUKWUDI017,FDZ50_CHUKWUDI017,12.8,Normal Fat,0.079523619,Dairy,454.4,2014,,Cluster 2,Supermarket Type1,409.5043428571421,12403.85
FDJ02,CHUKWUDI049,FDJ02_CHUKWUDI049,17.2,Normal Fat,0.025205909,Canned,372.85,2006,Medium,Cluster 1,Supermarket Type1,391.7176329787233,2942.84
FDA16,CHUKWUDI035,FDA16_CHUKWUDI035,6.695,Low Fat,0.033935576,Frozen Foods,554.86,2011,Small,Cluster 2,Supermarket Type1,388.07109409190423,5526.14
FDB40,CHUKWUDI045,FDB40_CHUKWUDI045,17.5,Normal Fat,0.007555175999999999,Dairy,364.78,2009,,Cluster 2,Supermarket Type1,409.5043428571421,5467.88
FDN57,CHUKWUDI019,FDN57_CHUKWUDI019,,Low Fat,0.094957079,Snack Foods,358.79,1992,Small,Cluster 1,Grocery Store,395.3521899736158,1418.15
DRG36,CHUKWUDI045,DRG36_CHUKWUDI045,14.15,Low Fat,0.09557165,Soft Drinks,427.53,2009,,Cluster 2,Supermarket Type1,386.99823754789264,10266.64
FDU26,CHUKWUDI049,FDU26_CHUKWUDI049,16.7,Normal Fat,0.042685217000000004,Dairy,301.95,2006,Medium,Cluster 1,Supermarket Type1,409.5043428571421,2681.51
FDW50,CHUKWUDI049,FDW50_CHUKWUDI049,13.1,Low Fat,0.075695552,Dairy,421.04,2006,Medium,Cluster 1,Supermarket Type1,409.5043428571421,3760.11
NCC18,CHUKWUDI018,NCC18_CHUKWUDI018,19.1,Low Fat,0.177992139,Household,432.86,2016,Medium,Cluster 3,Supermarket Type2,399.9994179894175,7328.79
FDV58,CHUKWUDI035,FDV58_CHUKWUDI035,20.85,Low Fat,0.12122744699999999,Snack Foods,493.86,2011,Small,Cluster 2,Supermarket Type1,395.3521899736158,10765.99
NCE31,CHUKWUDI013,NCE31_CHUKWUDI013,7.67,Low Fat,0.184689756,Household,88.55,1994,High,Cluster 3,Supermarket Type1,399.9994179894175,1125.2
FDN22,CHUKWUDI017,FDN22_CHUKWUDI017,18.85,Normal Fat,0.13908768300000002,Snack Foods,629.43,2014,,Cluster 2,Supermarket Type1,395.3521899736158,7550.17
FDN23,CHUKWUDI035,FDN23_CHUKWUDI035,6.575,Normal Fat,0.07549348,Breads,358.86,2011,Small,Cluster 2,Supermarket Type1,399.1672262773725,8345.8
